id,lat,lon,cluster,opened,cluster_solved
466,19.432766383183566,-99.20801232577838,0,1,0
858,19.425888722178193,-99.20366897664033,0,1,0
1112,19.417713094482842,-99.21303736002233,0,1,0
1210,19.436257842629185,-99.21044473112129,0,1,0
1270,19.420206171072312,-99.20975598783929,0,1,0
1507,19.424669885030166,-99.21191172827872,0,1,0
1608,19.430388099250766,-99.21237958526943,0,1,0
1065,19.434550797076604,-99.1884348487896,1,1,1
1180,19.435496653493836,-99.20362553432783,1,1,1
1204,19.42985588092969,-99.18934989832329,1,1,1
1265,19.431057121253687,-99.19956399965939,1,1,1
1511,19.436904769545908,-99.19594637019844,1,1,1
1526,19.432571289208898,-99.19377293546495,1,1,1
1695,19.438770502922893,-99.19083909166959,1,1,1
104,19.419332194223493,-99.1375610573659,2,1,2
428,19.427507322836643,-99.14298427965458,2,1,2
822,19.43139103971678,-99.14594365359412,2,1,2
1011,19.422987290878865,-99.13467814021055,2,1,2
1085,19.42609092570662,-99.14539046822532,2,1,2
1199,19.431549716636383,-99.13488795533857,2,1,2
1406,19.418234798868586,-99.14004459987689,2,1,2
454,19.416054650988954,-99.13370136934626,3,1,3
651,19.413840272924794,-99.13407174444782,3,1,3
750,19.416266158100782,-99.13937241358089,3,1,3
782,19.411626448105164,-99.1362084456869,3,1,3
836,19.41287456492716,-99.15205995414597,3,1,3
1416,19.409103100797427,-99.15306230977508,3,1,3
1559,19.412878385677924,-99.14920832620513,3,1,3
103,19.422846969734685,-99.15631142851385,4,1,4
233,19.424712353793897,-99.15038569758775,4,1,4
840,19.422113009616314,-99.16001006038724,4,1,4
1034,19.430537600226632,-99.15256376955797,4,1,4
1196,19.433257287271044,-99.15799985052494,4,1,4
1386,19.422591494625483,-99.15748597013369,4,1,4
1658,19.42396436426864,-99.15824986264738,4,1,4
585,19.417384769982643,-99.17573564062188,5,1,5
624,19.411315954393395,-99.18715382738556,5,1,5
816,19.41055432665151,-99.17871394680127,5,1,5
898,19.4149875837975,-99.18450952170647,5,1,5
1138,19.412834032144417,-99.17219780100318,5,1,5
1159,19.412057664755622,-99.18212895990241,5,1,5
1706,19.417737281929618,-99.17962172409736,5,1,5
18,19.42052100303434,-99.17492824276279,6,1,6
499,19.418913959224614,-99.17327632826905,6,1,6
503,19.42433030857124,-99.16929576459198,6,1,6
521,19.419867061254497,-99.16899388195834,6,1,6
901,19.423904144583133,-99.17233703887673,6,1,6
997,19.42895760284281,-99.17494861092241,6,1,6
1131,19.421375837964547,-99.16935429380902,6,1,6
95,19.41698890454517,-99.16824482817893,7,1,7
443,19.41476967889705,-99.15825057067441,7,1,7
774,19.419592945740085,-99.15942982619573,7,1,7
1069,19.412427446008753,-99.16781763654649,7,1,7
1247,19.418416330347284,-99.1564900192075,7,1,7
1519,19.41542274633008,-99.16430515321946,7,1,7
1707,19.411981674146833,-99.1575203524656,7,1,7
86,19.436501578241458,-99.18283794532205,8,1,8
159,19.434343428131413,-99.17363070141512,8,1,8
491,19.430786937749644,-99.18040573760334,8,1,8
641,19.43012726626236,-99.17662420375868,8,1,8
667,19.43845932849522,-99.17706373838172,8,1,8
1100,19.434215925894367,-99.17804664584669,8,1,8
1696,19.43980926436655,-99.18137675318029,8,1,8
94,19.439056013886013,-99.14575073515331,9,1,9
654,19.43513377664851,-99.15607944377753,9,1,9
749,19.43782331930106,-99.1518315029987,9,1,9
844,19.439494426914653,-99.15760287616422,9,1,9
886,19.439330431353973,-99.14158000521802,9,1,9
1677,19.43817196906038,-99.14450772951164,9,1,9
1701,19.43113487365439,-99.15067836024575,9,1,9
24,19.437990026824295,-99.16212781536802,10,1,10
51,19.434515882760838,-99.16706788867594,10,1,10
210,19.439951648345954,-99.17447136117842,10,1,10
648,19.437282603434728,-99.16462872203628,10,1,10
684,19.438024587601685,-99.16948659357156,10,1,10
853,19.438443510766433,-99.17227881235577,10,1,10
1463,19.433724352138594,-99.16467608706365,10,1,10
